taxon	lineage
PP336969|homo_sapiens|brazil|2017-05-30	H
PP336968|homo_sapiens|brazil|2017-04-23	H
PP336967|homo_sapiens|brazil|2017-04-23	H
PP336966|homo_sapiens|brazil|2017-05-15	H
MT349960|homo_sapiens|brazil|2018-02-07	H
MN428521|homo_sapiens|brazil|2018-03-16	H
MN428519|homo_sapiens|brazil|2018-03-16	H
MN428523|homo_sapiens|brazil|2018-03-08	H
MN428515|homo_sapiens|brazil|2018-03-20	H
MN428520|homo_sapiens|brazil|2018-03-09	H
MN428516|homo_sapiens|brazil|2018-03-23	H
MN428526|homo_sapiens|brazil|2018-03-06	H
MN428517|homo_sapiens|brazil|2018-03-17	H
MN428524|homo_sapiens|brazil|2018-03-06	H
MN428522|homo_sapiens|brazil|2018-03-08	H
MN428512|homo_sapiens|brazil|2018-03-13	H
MN428513|homo_sapiens|brazil|2018-04-26	H
MN428510|homo_sapiens|brazil|2018-04-25	H
MN428507|homo_sapiens|brazil|2018-07-05	H
MN428508|homo_sapiens|brazil|2018-04-27	H
MN428505|homo_sapiens|brazil|2018-05-21	H
MN428525|homo_sapiens|brazil|2018-03-06	H
MN428527|homo_sapiens|brazil|2018-03-06	H
MN428518|homo_sapiens|brazil|2018-03-08	H
MN428511|homo_sapiens|brazil|2018-04-18	H
MN428509|homo_sapiens|brazil|2018-03-13	H
MN428506|homo_sapiens|brazil|2018-02-01	H
MN428504|homo_sapiens|brazil|2018-02-23	H
MW507591|homo_sapiens|brazil|2019-03-01	H
MZ703086|homo_sapiens|brazil|2018-12-31	H
MZ703085|homo_sapiens|brazil|2018-12-31	H
OK562602|homo_sapiens|brazil|2018-02-28	H
MW507590|homo_sapiens|brazil|2019-01-01	H
OK562601|homo_sapiens|brazil|2018-02-28	H
OK562600|homo_sapiens|brazil|2018-03-31	H
OK562603|homo_sapiens|brazil|2018-02-28	H
OK562599|homo_sapiens|brazil|2018-05-30	H
OM416224||brazil|2017-02-23	H
OQ148635|homo_sapiens|brazil|2016-08-17	H
OQ148636|homo_sapiens|brazil|2016-06-22	H
OQ148634|homo_sapiens|brazil|2016-08-17	H
KY704942|homo_sapiens|brazil|2016-04-16	H
KY704952|homo_sapiens|brazil|2016-04-07	H
KY704939|homo_sapiens|brazil|2016-04-17	H
KY704943|homo_sapiens|brazil|2016-04-19	H
KY704947|homo_sapiens|brazil|2016-04-15	H
KY704933|homo_sapiens|brazil|2016-03-30	H
MH823666|homo_sapiens|brazil|2017-03-01	H
MH823664|homo_sapiens|brazil|2017-03-16	H
MH823668|homo_sapiens|brazil|2017-01-05	H
MH823667|homo_sapiens|brazil|2017-03-01	H
MH823665|homo_sapiens|brazil|2017-03-16	H
MH823663|homo_sapiens|brazil|2017-01-05	H
MW507586|homo_sapiens|brazil|2019-04-01	H
MW507585|homo_sapiens|brazil|2019-04-01	H
OP615963|homo_sapiens|argentina|2016-02-20	H
MT526900|aedes_aegypti|brazil|2017-01-24	H
OM416235||brazil|2017-02-22	H
OM416234||brazil|2017-02-24	H
OM416228||brazil|2017-03-20	H
OM416229||brazil|2017-02-23	H
OM416227||brazil|2017-02-23	H
OM416226||brazil|2017-02-21	H
OM416225||brazil|2017-02-14	H
OM416219||brazil|2017-03-20	H
MK518395|aedes_aegypti|brazil|2017-05-16	H
OM416218||brazil|2017-03-17	H
MK121895|homo_sapiens|brazil|2017-03-20	H
OQ148658|homo_sapiens|brazil|2018-01-02	H
PP337018|homo_sapiens|brazil|2017-06-04	H
PP337017|homo_sapiens|brazil|2017-05-16	H
MT526903|culex_quinquefasciatus|brazil|2017-01-26	H
MT526902|culex_quinquefasciatus|brazil|2017-01-25	H
MT526904|aedes_aegypti|brazil|2017-01-26	H
MT526901|aedes_aegypti|brazil|2017-01-25	H
OM416230||brazil|2017-02-17	H
OM416233||brazil|2017-02-17	H
OM416221||brazil|2017-02-17	H
OM416220||brazil|2017-03-02	H
OM416217||brazil|2017-03-05	H
OM416232||brazil|2017-02-22	H
OM416236||brazil|2017-02-21	H
OM416231||brazil|2017-03-16	H
OM416223||brazil|2017-02-23	H
OM416222||brazil|2017-03-13	H
OM416216||brazil|2017-02-14	H
PP337016|homo_sapiens|brazil|2017-09-04	H
PP337009|homo_sapiens|brazil|2016-04-08	H
KY055011|aedes_aegypti|brazil|2016-02-20	H
KY124329|homo_sapiens|brazil|2016-03-16	H
KY124328|homo_sapiens|brazil|2016-03-16	H
MK244640|homo_sapiens|brazil|2017-03-07	H
MK244636|homo_sapiens|brazil|2016-05-02	H
MK244634|homo_sapiens|brazil|2016-04-27	H
MK244638|homo_sapiens|brazil|2016-04-05	H
MK244633|homo_sapiens|brazil|2016-05-06	H
OM128439|homo_sapiens|brazil|2016-04-06	H
OM128438|homo_sapiens|brazil|2016-04-29	H
OP312954|homo_sapiens|brazil|2018-04-17	H
OP312969|homo_sapiens|brazil|2018-05-23	H
OP312965|homo_sapiens|brazil|2018-05-09	H
OP312960|homo_sapiens|brazil|2018-05-03	H
OP312964|homo_sapiens|brazil|2018-05-07	H
OP312944|homo_sapiens|brazil|2018-03-29	H
OP312943|homo_sapiens|brazil|2018-03-29	H
OP312937|homo_sapiens|brazil|2018-03-01	H
PP337010|homo_sapiens|brazil|2016-04-28	H
PP337001|homo_sapiens|brazil|2016-04-07	H
PP336996|homo_sapiens|brazil|2016-04-28	H
PP336985|homo_sapiens|brazil|2017-05-15	H
OP312953|homo_sapiens|brazil|2018-04-16	H
OP312946|homo_sapiens|brazil|2018-04-02	H
OP312956|homo_sapiens|brazil|2018-04-19	H
OP312942|homo_sapiens|brazil|2018-03-27	H
OP312938|homo_sapiens|brazil|2018-03-08	H
MK156060|homo_sapiens|brazil|2018-09-26	H
MK156058|homo_sapiens|brazil|2018-09-21	H
MK156063|homo_sapiens|brazil|2018-09-26	H
MK156062|homo_sapiens|brazil|2018-09-26	H
MK156061|homo_sapiens|brazil|2018-09-26	H
MK156057|homo_sapiens|brazil|2018-09-21	H
MK156064|homo_sapiens|brazil|2018-09-26	H
MK156055|homo_sapiens|brazil|2018-09-21	H
MK156054|homo_sapiens|brazil|2018-09-21	H
OQ759839|homo_sapiens|brazil|2022-03-10	H
OP312966|homo_sapiens|brazil|2018-05-09	H
OP312962|homo_sapiens|brazil|2018-05-07	H
OP312963|homo_sapiens|brazil|2018-05-07	H
OP312961|homo_sapiens|brazil|2018-05-03	H
OP312958|homo_sapiens|brazil|2018-04-30	H
OM128432|homo_sapiens|brazil|2018-03-26	H
ON142070|homo_sapiens|brazil|2019-07-19	H
OP312947|homo_sapiens|brazil|2018-04-02	H
OP312936|homo_sapiens|brazil|2017-07-26	H
MK244647|homo_sapiens|brazil|2018-03-27	H
OP312957|homo_sapiens|brazil|2018-04-19	H
OP312951|homo_sapiens|brazil|2018-04-05	H
OM128440|homo_sapiens|brazil|2018-03-20	H
OM128435|homo_sapiens|brazil|2018-03-19	H
OM128431|homo_sapiens|brazil|2018-06-06	H
ON142080|homo_sapiens|brazil|2019-05-24	H
ON142085|homo_sapiens|brazil|2019-05-27	H
ON142074|homo_sapiens|brazil|2019-04-25	H
ON142073|homo_sapiens|brazil|2019-04-26	H
PP336998|homo_sapiens|brazil|2019-04-26	H
OQ616994|homo_sapiens|brazil|2022-03-15	H
OQ616995|homo_sapiens|brazil|2022-03-13	H
OQ616984|homo_sapiens|brazil|2022-04-04	H
PP337006|homo_sapiens|brazil|2019-08-07	H
PP336994|homo_sapiens|brazil|2019-05-30	H
OQ759841|homo_sapiens|brazil|2022-03-09	H
OQ759837|homo_sapiens|brazil|2022-03-03	H
OQ759684|homo_sapiens|brazil|2022-05-31	H
OQ760073|homo_sapiens|brazil|2021-10-07	H
OQ760075|homo_sapiens|brazil|2021-10-07	H
OQ760069|homo_sapiens|brazil|2021-10-07	H
OQ760059|homo_sapiens|brazil|2021-10-01	H
OQ760070|homo_sapiens|brazil|2021-10-07	H
OQ760074|homo_sapiens|brazil|2021-10-17	H
OQ760076|homo_sapiens|brazil|2021-10-01	H
OQ760033|homo_sapiens|brazil|2021-09-22	H
OQ760071|homo_sapiens|brazil|2021-10-07	H
OQ759708|homo_sapiens|brazil|2019-05-10	H
OQ759976|homo_sapiens|brazil|2021-04-16	H
OQ759986|homo_sapiens|brazil|2021-04-08	H
OQ759979|homo_sapiens|brazil|2021-03-18	H
OQ759987|homo_sapiens|brazil|2021-03-17	H
OQ759985|homo_sapiens|brazil|2021-03-12	H
OQ760026|homo_sapiens|brazil|2022-05-18	H
OQ759984|homo_sapiens|brazil|2021-04-13	H
OQ759983|homo_sapiens|brazil|2021-03-16	H
OQ759981|homo_sapiens|brazil|2021-03-03	H
OQ759982|homo_sapiens|brazil|2021-04-09	H
OQ759980|homo_sapiens|brazil|2021-04-05	H
OQ759977|homo_sapiens|brazil|2021-04-05	H
OQ759975|homo_sapiens|brazil|2021-04-15	H
OQ759978|homo_sapiens|brazil|2021-04-16	H
OQ759974|homo_sapiens|brazil|2021-04-13	H
OL898673|homo_sapiens|brazil|2021-03-15	H
OL898668|homo_sapiens|brazil|2021-01-06	H
OL898676|homo_sapiens|brazil|2021-02-02	H
OL898701|homo_sapiens|brazil|2021-05-05	H
OL898700|homo_sapiens|brazil|2021-01-28	H
OL898713|homo_sapiens|brazil|2021-04-29	H
OL898710|homo_sapiens|brazil|2021-02-02	H
OL898693|homo_sapiens|brazil|2021-02-13	H
OL898686|homo_sapiens|brazil|2021-03-25	H
OL898679|homo_sapiens|brazil|2021-04-13	H
OL898707|homo_sapiens|brazil|2021-01-07	H
OL898703|homo_sapiens|brazil|2021-04-06	H
OL898692|homo_sapiens|brazil|2021-03-09	H
OL898678|homo_sapiens|brazil|2021-03-05	H
OL898663|homo_sapiens|brazil|2020-09-05	H
OL898671|homo_sapiens|brazil|2021-02-16	H
OL898675|homo_sapiens|brazil|2020-12-26	H
OL898674|homo_sapiens|brazil|2021-01-23	H
OL898704|homo_sapiens|brazil|2021-01-28	H
OL898702|homo_sapiens|brazil|2021-04-27	H
OL898712|homo_sapiens|brazil|2021-02-18	H
OL898697|homo_sapiens|brazil|2021-02-09	H
OL898695|homo_sapiens|brazil|2021-04-04	H
OL898666|homo_sapiens|brazil|2021-02-25	H
OL898680|homo_sapiens|brazil|2021-03-22	H
OL898715|homo_sapiens|brazil|2021-05-06	H
OL898708|homo_sapiens|brazil|2021-05-05	H
OL898687|homo_sapiens|brazil|2021-04-16	H
OL898694|homo_sapiens|brazil|2021-05-11	H
OL898706|homo_sapiens|brazil|2021-02-09	H
OL898669|homo_sapiens|brazil|2020-12-17	H
OL898691|homo_sapiens|brazil|2021-02-21	H
OL898696|homo_sapiens|brazil|2021-01-28	H
OL898682|homo_sapiens|brazil|2021-01-07	H
OL898709|homo_sapiens|brazil|2021-05-12	H
OL898667|homo_sapiens|brazil|2021-02-01	H
OL898705|homo_sapiens|brazil|2021-02-13	H
OL898670|homo_sapiens|brazil|2021-02-02	H
OL898681|homo_sapiens|brazil|2021-02-20	H
OL898665|homo_sapiens|brazil|2021-02-22	H
OL898698|homo_sapiens|brazil|2021-02-25	H
OL898684|homo_sapiens|brazil|2021-02-14	H
OL898690|homo_sapiens|brazil|2021-01-16	H
OL898683|homo_sapiens|brazil|2021-01-31	H
OL898699|homo_sapiens|brazil|2021-02-09	H
OL898714|homo_sapiens|brazil|2020-11-20	H
OL898711|homo_sapiens|brazil|2021-02-08	H
OL898689|homo_sapiens|brazil|2021-01-15	H
OL898677|homo_sapiens|brazil|2021-02-13	H
OL898672|homo_sapiens|brazil|2021-02-25	H
OL898664|homo_sapiens|brazil|2021-01-31	H
OL898688|homo_sapiens|brazil|2021-03-23	H
OL898685|homo_sapiens|brazil|2021-02-22	H
OQ616993|homo_sapiens|brazil|2022-02-08	H
OQ759840|homo_sapiens|brazil|2022-03-17	H
OQ759858|homo_sapiens|brazil|2021-07-30	H
OQ759853|homo_sapiens|brazil|2021-05-17	H
OQ759845|homo_sapiens|brazil|2021-06-24	H
OQ760043|homo_sapiens|brazil|2021-09-21	H
OQ760042|homo_sapiens|brazil|2021-09-30	H
OQ759736|homo_sapiens|brazil|2021-01-26	H
OQ759740|homo_sapiens|brazil|2021-05-18	H
OQ759732|homo_sapiens|brazil|2021-04-22	H
OQ759720|homo_sapiens|brazil|2021-09-21	H
OQ760007|homo_sapiens|brazil|2022-04-27	H
OQ759999|homo_sapiens|brazil|2022-04-18	H
OQ759998|homo_sapiens|brazil|2022-04-18	H
OQ760020|homo_sapiens|brazil|2022-05-09	H
OQ760019|homo_sapiens|brazil|2022-05-03	H
OQ760018|homo_sapiens|brazil|2022-05-03	H
OQ760016|homo_sapiens|brazil|2022-05-02	H
OQ760017|homo_sapiens|brazil|2022-05-05	H
OQ760006|homo_sapiens|brazil|2022-04-26	H
OQ760012|homo_sapiens|brazil|2022-05-01	H
OQ760004|homo_sapiens|brazil|2022-04-20	H
OQ759997|homo_sapiens|brazil|2022-04-19	H
OQ760015|homo_sapiens|brazil|2022-05-04	H
OQ760009|homo_sapiens|brazil|2022-05-03	H
OQ760024|homo_sapiens|brazil|2022-05-16	H
OQ759996|homo_sapiens|brazil|2022-04-19	H
OQ759995|homo_sapiens|brazil|2022-04-18	H
OQ760027|homo_sapiens|brazil|2022-05-04	H
OQ760030|homo_sapiens|brazil|2022-06-14	H
OQ760000|homo_sapiens|brazil|2022-04-08	H
OQ760008|homo_sapiens|brazil|2022-05-02	H
OQ759993|homo_sapiens|brazil|2022-03-15	H
OQ759994|homo_sapiens|brazil|2022-03-29	H
OQ759991|homo_sapiens|brazil|2022-03-31	H
OQ760031|homo_sapiens|brazil|2022-05-13	H
OQ759990|homo_sapiens|brazil|2022-03-31	H
OQ759989|homo_sapiens|brazil|2022-03-31	H
OQ759848|homo_sapiens|brazil|2021-07-01	H
OQ759855|homo_sapiens|brazil|2021-06-14	H
OQ759849|homo_sapiens|brazil|2021-06-18	H
OQ759850|homo_sapiens|brazil|2021-05-26	H
OQ759862|homo_sapiens|brazil|2021-09-11	H
OQ759851|homo_sapiens|brazil|2021-06-04	H
OQ759846|homo_sapiens|brazil|2021-05-04	H
OQ759734|homo_sapiens|brazil|2021-06-11	H
OQ759729|homo_sapiens|brazil|2021-06-07	H
OQ759737|homo_sapiens|brazil|2021-07-02	H
OQ759733|homo_sapiens|brazil|2021-07-30	H
OQ759728|homo_sapiens|brazil|2021-03-08	H
OQ759685|homo_sapiens|brazil|2022-06-06	H
OQ759738|homo_sapiens|brazil|2021-09-22	H
OQ759697|homo_sapiens|brazil|2022-04-28	H
OQ759666|homo_sapiens|brazil|2022-03-24	H
OQ759822|homo_sapiens|brazil|2022-05-27	H
OQ759834|homo_sapiens|brazil|2022-05-20	H
OQ759799|homo_sapiens|brazil|2022-06-15	H
OQ759830|homo_sapiens|brazil|2022-05-25	H
OQ759829|homo_sapiens|brazil|2022-05-25	H
OQ759809|homo_sapiens|brazil|2022-06-01	H
OQ759827|homo_sapiens|brazil|2022-05-26	H
OQ759826|homo_sapiens|brazil|2022-05-30	H
OQ759810|homo_sapiens|brazil|2022-06-06	H
OQ759808|homo_sapiens|brazil|2022-06-01	H
OQ759828|homo_sapiens|brazil|2022-05-24	H
OQ759824|homo_sapiens|brazil|2022-05-30	H
OQ759817|homo_sapiens|brazil|2022-05-30	H
OQ759833|homo_sapiens|brazil|2022-05-20	H
OQ759831|homo_sapiens|brazil|2022-05-25	H
OQ759800|homo_sapiens|brazil|2022-06-10	H
OQ759813|homo_sapiens|brazil|2022-06-06	H
OQ759811|homo_sapiens|brazil|2022-06-06	H
OQ759807|homo_sapiens|brazil|2022-05-31	H
OQ759806|homo_sapiens|brazil|2022-05-31	H
OQ759805|homo_sapiens|brazil|2022-06-07	H
OQ759825|homo_sapiens|brazil|2022-05-24	H
OQ759801|homo_sapiens|brazil|2022-05-26	H
OQ759820|homo_sapiens|brazil|2022-05-30	H
OQ759823|homo_sapiens|brazil|2022-05-30	H
OQ759812|homo_sapiens|brazil|2022-06-06	H
OQ759815|homo_sapiens|brazil|2022-06-07	H
OQ759798|homo_sapiens|brazil|2022-06-13	H
OQ759694|homo_sapiens|brazil|2022-04-27	H
OQ759688|homo_sapiens|brazil|2022-05-10	H
OQ759702|homo_sapiens|brazil|2022-03-10	H
OQ759678|homo_sapiens|brazil|2022-03-16	H
OQ759703|homo_sapiens|brazil|2022-03-15	H
OQ759662|homo_sapiens|brazil|2022-03-08	H
OQ759663|homo_sapiens|brazil|2022-03-15	H
OQ759660|homo_sapiens|brazil|2022-03-23	H
OQ760014|homo_sapiens|brazil|2022-05-04	H
OQ760025|homo_sapiens|brazil|2022-05-04	H
OQ760013|homo_sapiens|brazil|2022-05-04	H
OQ760028|homo_sapiens|brazil|2022-05-12	H
OQ760023|homo_sapiens|brazil|2022-05-12	H
OQ760022|homo_sapiens|brazil|2022-05-12	H
OQ760021|homo_sapiens|brazil|2022-05-12	H
OQ760005|homo_sapiens|brazil|2022-04-23	H
OQ760010|homo_sapiens|brazil|2022-05-02	H
OQ760029|homo_sapiens|brazil|2022-06-09	H
OQ759992|homo_sapiens|brazil|2022-04-11	H
OQ759719|homo_sapiens|brazil|2021-02-25	H
OQ760011|homo_sapiens|brazil|2022-05-04	H
OQ759665|homo_sapiens|brazil|2022-03-23	H
OQ759718|homo_sapiens|brazil|2021-03-04	H
OQ759730|homo_sapiens|brazil|2021-06-08	H
OQ759739|homo_sapiens|brazil|2021-04-15	H
OQ759727|homo_sapiens|brazil|2021-08-23	H
OQ759726|homo_sapiens|brazil|2021-07-15	H
OQ759744|homo_sapiens|brazil|2021-06-02	H
OQ759724|homo_sapiens|brazil|2021-03-23	H
OQ759722|homo_sapiens|brazil|2021-04-23	H
OQ759699|homo_sapiens|brazil|2022-04-13	H
OQ759680|homo_sapiens|brazil|2022-03-16	H
OQ759664|homo_sapiens|brazil|2022-03-28	H
OQ759871|homo_sapiens|brazil|2021-08-10	H
OQ759866|homo_sapiens|brazil|2021-09-18	H
OQ759788|homo_sapiens|brazil|2021-05-31	H
OQ759786|homo_sapiens|brazil|2021-05-30	H
OQ759721|homo_sapiens|brazil|2021-03-23	H
OQ759780|homo_sapiens|brazil|2022-01-15	H
OQ759771|homo_sapiens|brazil|2021-12-26	H
OQ759777|homo_sapiens|brazil|2022-01-07	H
OQ759773|homo_sapiens|brazil|2021-12-27	H
OQ759766|homo_sapiens|brazil|2021-12-27	H
OQ759770|homo_sapiens|brazil|2021-12-25	H
OQ759767|homo_sapiens|brazil|2021-12-26	H
OQ759774|homo_sapiens|brazil|2021-12-27	H
OQ759783|homo_sapiens|brazil|2022-01-13	H
OQ759765|homo_sapiens|brazil|2021-12-27	H
OQ759717|homo_sapiens|brazil|2021-06-21	H
OQ759735|homo_sapiens|brazil|2021-04-23	H
OQ759731|homo_sapiens|brazil|2021-04-08	H
OQ759893|homo_sapiens|brazil|2022-03-28	H
OQ759905|homo_sapiens|brazil|2022-03-21	H
OQ759909|homo_sapiens|brazil|2022-03-22	H
OQ759959|homo_sapiens|brazil|2022-04-27	H
OQ759961|homo_sapiens|brazil|2022-05-04	H
OQ759960|homo_sapiens|brazil|2022-05-04	H
OQ759958|homo_sapiens|brazil|2022-04-27	H
OQ759953|homo_sapiens|brazil|2022-04-19	H
OQ759933|homo_sapiens|brazil|2022-04-07	H
OQ759816|homo_sapiens|brazil|2022-05-27	H
OQ759802|homo_sapiens|brazil|2022-06-02	H
OQ759769|homo_sapiens|brazil|2021-12-26	H
OQ759796|homo_sapiens|brazil|2022-01-10	H
OQ759772|homo_sapiens|brazil|2021-12-28	H
OQ759778|homo_sapiens|brazil|2022-01-10	H
OQ759784|homo_sapiens|brazil|2022-01-08	H
OQ759768|homo_sapiens|brazil|2021-12-26	H
OQ759725|homo_sapiens|brazil|2021-04-20	H
OQ759723|homo_sapiens|brazil|2021-04-07	H
OQ759884|homo_sapiens|brazil|2022-02-14	H
OQ759686|homo_sapiens|brazil|2022-06-13	H
OQ759701|homo_sapiens|brazil|2022-04-11	H
OQ759679|homo_sapiens|brazil|2022-03-21	H
OQ759791|homo_sapiens|brazil|2021-11-02	H
OQ759789|homo_sapiens|brazil|2021-09-22	H
OQ759763|homo_sapiens|brazil|2021-12-27	H
OQ759761|homo_sapiens|brazil|2021-12-20	H
OQ759759|homo_sapiens|brazil|2021-12-14	H
OQ759844|homo_sapiens|brazil|2022-04-06	H
OQ759842|homo_sapiens|brazil|2022-04-17	H
OQ759792|homo_sapiens|brazil|2021-11-15	H
OQ759781|homo_sapiens|brazil|2022-01-19	H
OQ759764|homo_sapiens|brazil|2021-12-31	H
OQ759776|homo_sapiens|brazil|2022-01-03	H
OQ759790|homo_sapiens|brazil|2021-11-02	H
OQ759762|homo_sapiens|brazil|2021-12-23	H
OQ759760|homo_sapiens|brazil|2021-12-14	H
OQ759756|homo_sapiens|brazil|2021-11-25	H
OQ759794|homo_sapiens|brazil|2021-11-22	H
OQ759758|homo_sapiens|brazil|2022-01-06	H
OQ759779|homo_sapiens|brazil|2022-01-06	H
OQ759714|homo_sapiens|brazil|2021-04-06	H
OQ759712|homo_sapiens|brazil|2021-02-02	H
OQ759793|homo_sapiens|brazil|2021-06-16	H
OQ759782|homo_sapiens|brazil|2022-01-14	H
OQ759654|homo_sapiens|brazil|2021-08-30	H
OQ759877|homo_sapiens|brazil|2021-09-30	H
OQ759881|homo_sapiens|brazil|2021-08-23	H
OQ759873|homo_sapiens|brazil|2021-10-15	H
OQ759869|homo_sapiens|brazil|2021-10-25	H
OQ759682|homo_sapiens|brazil|2022-05-24	H
OQ759681|homo_sapiens|brazil|2022-05-24	H
OQ760036|homo_sapiens|brazil|2021-09-24	H
OQ760041|homo_sapiens|brazil|2021-09-21	H
OQ760066|homo_sapiens|brazil|2021-10-05	H
OQ760056|homo_sapiens|brazil|2021-09-28	H
OQ760039|homo_sapiens|brazil|2021-09-21	H
OQ760054|homo_sapiens|brazil|2021-10-01	H
OQ760065|homo_sapiens|brazil|2021-10-04	H
OQ760055|homo_sapiens|brazil|2021-09-28	H
OQ760057|homo_sapiens|brazil|2021-10-04	H
OQ760048|homo_sapiens|brazil|2021-09-30	H
OQ760060|homo_sapiens|brazil|2021-10-05	H
OQ760053|homo_sapiens|brazil|2021-09-27	H
OQ760049|homo_sapiens|brazil|2021-09-28	H
OQ760037|homo_sapiens|brazil|2021-09-24	H
OQ760063|homo_sapiens|brazil|2021-10-04	H
OQ760064|homo_sapiens|brazil|2021-10-04	H
OQ760047|homo_sapiens|brazil|2021-09-28	H
OQ760068|homo_sapiens|brazil|2021-10-06	H
OQ760044|homo_sapiens|brazil|2021-09-29	H
OQ760038|homo_sapiens|brazil|2021-09-23	H
OQ760051|homo_sapiens|brazil|2021-09-30	H
OQ760052|homo_sapiens|brazil|2021-09-27	H
OQ760058|homo_sapiens|brazil|2021-10-01	H
OQ760045|homo_sapiens|brazil|2021-09-29	H
OQ760050|homo_sapiens|brazil|2021-09-27	H
OQ760067|homo_sapiens|brazil|2021-10-06	H
OQ760061|homo_sapiens|brazil|2021-10-05	H
OQ760035|homo_sapiens|brazil|2021-09-22	H
OQ760034|homo_sapiens|brazil|2021-09-22	H
OQ760040|homo_sapiens|brazil|2021-09-19	H
OQ760062|homo_sapiens|brazil|2021-09-30	H
OQ760046|homo_sapiens|brazil|2021-09-30	H
OQ760072|homo_sapiens|brazil|2021-10-07	H
OQ759653|homo_sapiens|brazil|2021-10-24	H
MT933038|homo_sapiens|brazil|2019-04-22	H
MT933033|homo_sapiens|brazil|2019-03-08	H
MW260516|homo_sapiens|brazil|2019-03-28	H
MW260519|homo_sapiens|brazil|2019-03-30	H
MW260515|homo_sapiens|brazil|2019-03-27	H
MW260517|homo_sapiens|brazil|2019-03-29	H
MW260514|homo_sapiens|brazil|2019-03-28	H
MW260513|homo_sapiens|brazil|2019-03-23	H
MW260518|homo_sapiens|brazil|2019-03-30	H
MW260512|homo_sapiens|brazil|2019-03-23	H
MT933046|homo_sapiens|brazil|2019-07-01	H
MT933049|homo_sapiens|brazil|2019-07-07	H
MT933051|homo_sapiens|brazil|2019-05-28	H
MT933050|homo_sapiens|brazil|2019-08-14	H
MT933048|homo_sapiens|brazil|2019-07-31	H
MT933040|homo_sapiens|brazil|2019-05-06	H
MT933037|homo_sapiens|brazil|2019-04-18	H
MT933035|homo_sapiens|brazil|2019-04-17	H
MT933041|homo_sapiens|brazil|2019-05-08	H
MT933032|homo_sapiens|brazil|2019-02-05	H
MT933034|homo_sapiens|brazil|2019-03-15	H
MT933031|homo_sapiens|brazil|2019-02-18	H
OQ759836|homo_sapiens|brazil|2021-12-13	H
ON023521|homo_sapiens|brazil|2021-05-04	H
ON023507|homo_sapiens|brazil|2021-04-22	H
ON023508|homo_sapiens|brazil|2021-03-12	H
ON023509|homo_sapiens|brazil|2021-04-22	H
ON023506|homo_sapiens|brazil|2021-03-10	H
ON023511|homo_sapiens|brazil|2021-03-10	H
ON023513|homo_sapiens|brazil|2021-04-22	H
ON023505|homo_sapiens|brazil|2021-03-12	H
ON023503|homo_sapiens|brazil|2021-01-27	H
ON023520|homo_sapiens|brazil|2021-04-19	H
ON023518|homo_sapiens|brazil|2021-04-27	H
ON023515|homo_sapiens|brazil|2021-04-23	H
ON023514|homo_sapiens|brazil|2021-04-01	H
ON023501|homo_sapiens|brazil|2021-03-02	H
OQ759787|homo_sapiens|brazil|2021-05-24	H
OQ759785|homo_sapiens|brazil|2021-05-27	H
OQ759705|homo_sapiens|brazil|2019-06-01	H
OQ759709|homo_sapiens|brazil|2019-08-16	H
OQ759710|homo_sapiens|brazil|2019-11-05	H
OQ759704|homo_sapiens|brazil|2019-04-18	H
MT933044|homo_sapiens|brazil|2019-06-13	H
MT933043|homo_sapiens|brazil|2019-06-07	H
MT933036|homo_sapiens|brazil|2019-04-17	H
OR453564|homo_sapiens|brazil|2020-03-26	H
OR453563|homo_sapiens|brazil|2020-03-09	H
OR453562|homo_sapiens|brazil|2020-03-09	H
OR064023|homo_sapiens|brazil|2023-01-14	H
OR063991|homo_sapiens|brazil|2023-02-06	H
OR063989|homo_sapiens|brazil|2022-12-26	H
OR064018|homo_sapiens|brazil|2023-01-03	H
OR064011|homo_sapiens|brazil|2023-01-23	H
OQ759838|homo_sapiens|brazil|2022-02-17	H
OQ759835|homo_sapiens|brazil|2022-02-04	H
OR064029|homo_sapiens|brazil|2023-02-07	H
OR064027|homo_sapiens|brazil|2023-01-30	H
OR064026|homo_sapiens|brazil|2023-01-24	H
OR064028|homo_sapiens|brazil|2023-01-04	H
OR064021|homo_sapiens|brazil|2023-01-06	H
OR064020|homo_sapiens|brazil|2023-01-10	H
OR064019|homo_sapiens|brazil|2023-01-06	H
OR064009|homo_sapiens|brazil|2023-01-15	H
OQ865324|homo_sapiens|brazil|2023-03-01	H
OR064025|homo_sapiens|brazil|2023-01-23	H
OR064022|homo_sapiens|brazil|2023-01-10	H
OR167341|homo_sapiens|brazil|2023-05-15	H
OR167340|homo_sapiens|brazil|2023-04-17	H
OR167337|homo_sapiens|brazil|2023-05-10	H
OR167330|homo_sapiens|brazil|2023-04-11	H
OR167291|homo_sapiens|brazil|2023-01-13	H
OP964965|homo_sapiens|brazil|2022-02-07	H
OP964962|homo_sapiens|brazil|2022-02-28	H
OP964958|homo_sapiens|brazil|2022-03-08	H
OP964959|homo_sapiens|brazil|2022-03-09	H
OP964957|homo_sapiens|brazil|2022-03-08	H
OP964956|homo_sapiens|brazil|2022-03-04	H
OP964960|homo_sapiens|brazil|2022-03-03	H
OP964955|homo_sapiens|brazil|2022-03-07	H
OP964954|homo_sapiens|brazil|2022-03-04	H
OP964991|homo_sapiens|brazil|2022-03-09	H
OP964966|homo_sapiens|brazil|2022-02-15	H
